,genome_id,genome_name,taxon_id,antibiotic,resistant_phenotype,measurement,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_method_version,laboratory_typing_platform,vendor,testing_standard,testing_standard_year,source
159016,562.42859,Escherichia coli strain MUGSI_278,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
159042,562.4286,Escherichia coli strain MUGSI_280,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
159068,562.42861,Escherichia coli strain MUGSI_287,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159094,562.42862,Escherichia coli strain MUGSI_292,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159120,562.42863,Escherichia coli strain MUGSI_301,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159146,562.42864,Escherichia coli strain MUGSI_313,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,,,CLSI,,
159172,562.42865,Escherichia coli strain MUGSI_319,562.0,cefepime,Susceptible,0.5,<,0.5,mg/L,Broth dilution,,,,CLSI,,
159198,562.42866,Escherichia coli strain MUGSI_44,562.0,cefepime,Susceptible,8,==,8,mg/L,Broth dilution,,,,CLSI,,
159224,562.42867,Escherichia coli strain MUGSI_47,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159250,562.42868,Escherichia coli strain MUGSI_55,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159276,562.42869,Escherichia coli strain MUGSI_60,562.0,cefepime,Susceptible,2,<=,2,mg/L,Broth dilution,,,,CLSI,,
159302,562.4287,Escherichia coli strain MUGSI_81,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159328,562.42871,Escherichia coli strain MUGSI_9,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159354,562.42872,Escherichia coli strain MUGSI_90,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
159380,562.42873,Escherichia coli strain MUGSI_93,562.0,cefepime,Resistant,32,>,32,mg/L,Broth dilution,,,,CLSI,,
161157,562.12962,Escherichia coli strain PB486,562.0,cefepime,Susceptible,<=1,<=,1,mg/L,,,VITEK 2,BioMerieux,EUCAST,,
161305,562.58621,Escherichia coli strain PH100,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161317,562.58622,Escherichia coli strain PH101-2,562.0,cefepime,Intermediate,,,,,Disk diffusion,,,,CLSI,2015.0,
161329,562.58623,Escherichia coli strain PH105,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161341,562.58624,Escherichia coli strain PH108,562.0,cefepime,Intermediate,,,,,Disk diffusion,,,,CLSI,2015.0,
161353,562.58625,Escherichia coli strain PH114,562.0,cefepime,Resistant,,,,,Disk diffusion,,,,CLSI,2015.0,
161365,562.58626,Escherichia coli strain PH118,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161377,562.58627,Escherichia coli strain PH129,562.0,cefepime,Resistant,,,,,Disk diffusion,,,,CLSI,2015.0,
161389,562.58628,Escherichia coli strain PH135,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161401,562.58629,Escherichia coli strain PH141,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161413,562.5863,Escherichia coli strain PH143,562.0,cefepime,Resistant,,,,,Disk diffusion,,,,CLSI,2015.0,
161425,562.58631,Escherichia coli strain PH151-2,562.0,cefepime,Intermediate,,,,,Disk diffusion,,,,CLSI,2015.0,
161437,562.58632,Escherichia coli strain PH156-1,562.0,cefepime,Intermediate,,,,,Disk diffusion,,,,CLSI,2015.0,
161449,562.58633,Escherichia coli strain PH18,562.0,cefepime,Resistant,,,,,Disk diffusion,,,,CLSI,2015.0,
161461,562.58634,Escherichia coli strain PH20,562.0,cefepime,Resistant,,,,,Disk diffusion,,,,CLSI,2015.0,
161473,562.58635,Escherichia coli strain PH31,562.0,cefepime,Intermediate,,,,,Disk diffusion,,,,CLSI,2015.0,
161485,562.58636,Escherichia coli strain PH39,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161497,562.58637,Escherichia coli strain PH5,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161509,562.58638,Escherichia coli strain PH51,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161521,562.5864,Escherichia coli strain PH85,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161533,562.58641,Escherichia coli strain PH90,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161545,562.58642,Escherichia coli strain PH92-1,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161557,562.58644,Escherichia coli strain PH93,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161569,562.58643,Escherichia coli strain PH94,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161581,562.5865,Escherichia coli strain PH98,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
161633,562.65803,Escherichia coli strain R107,562.0,cefepime,Resistant,,,,,,,,,,,
161643,562.7718,Escherichia coli strain R203092-3A,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
161660,562.7702,Escherichia coli strain R203092-3B,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
161676,562.65804,Escherichia coli strain R208,562.0,cefepime,Resistant,,,,,,,,,,,
161685,562.65805,Escherichia coli strain R299,562.0,cefepime,Resistant,,,,,,,,,,,
161695,562.7734,Escherichia coli strain R302583-2A,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
161712,562.7681,Escherichia coli strain R302583-2B,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
161728,562.65801,Escherichia coli strain R37,562.0,cefepime,Resistant,,,,,,,,,,,
161737,562.65806,Escherichia coli strain R392,562.0,cefepime,Resistant,,,,,,,,,,,
161747,562.7678,Escherichia coli strain R402077,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
161763,562.65807,Escherichia coli strain R423,562.0,cefepime,Resistant,,,,,,,,,,,
161772,562.65808,Escherichia coli strain R432,562.0,cefepime,Resistant,,,,,,,,,,,
161782,562.7626,Escherichia coli strain R503696,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
161798,562.658,Escherichia coli strain R56,562.0,cefepime,Intermediate,,,,,,,,,,,
161807,562.65802,Escherichia coli strain R61a,562.0,cefepime,Intermediate,,,,,,,,,,,
161929,562.11557,Escherichia coli strain RL138,562.0,cefepime,Intermediate,,,,,,,,,EUCAST and CLSI,2015.0,
161974,562.11349,Escherichia coli strain RL145,562.0,cefepime,Susceptible,,,,,,,,,EUCAST and CLSI,2015.0,
162019,562.11346,Escherichia coli strain RL158,562.0,cefepime,Intermediate,,,,,,,,,EUCAST and CLSI,2015.0,
162236,562.11347,Escherichia coli strain RL465,562.0,cefepime,Intermediate,,,,,,,,,EUCAST and CLSI,2015.0,
162338,562.65809,Escherichia coli strain RS119,562.0,cefepime,Resistant,,,,,,,,,,,
162354,562.6581,Escherichia coli strain RS153,562.0,cefepime,Resistant,,,,,,,,,,,
162363,562.65811,Escherichia coli strain RS254,562.0,cefepime,Resistant,,,,,,,,,,,
162372,562.65812,Escherichia coli strain RS288,562.0,cefepime,Resistant,,,,,,,,,,,
162381,562.65813,Escherichia coli strain RS333,562.0,cefepime,Resistant,,,,,,,,,,,
162390,562.65815,Escherichia coli strain RS334,562.0,cefepime,Resistant,,,,,,,,,,,
162399,562.65818,Escherichia coli strain RS371,562.0,cefepime,Resistant,,,,,,,,,,,
162474,562.4591,Escherichia coli strain URMC_105,562.0,cefepime,Resistant,>=64,>=,64,mg/L,Broth dilution,,,,CLSI,,
162487,562.45916,Escherichia coli strain URMC_108,562.0,cefepime,Resistant,>=64,>=,64,mg/L,Broth dilution,,,,CLSI,,
162502,562.45964,Escherichia coli strain URMC_26,562.0,cefepime,Susceptible,==2,==,2,mg/L,Broth dilution,,,,CLSI,,
162530,562.45853,Escherichia coli strain URMC_4,562.0,cefepime,Susceptible,<=1,<=,1,mg/L,Broth dilution,,,,CLSI,,
162543,562.45848,Escherichia coli strain URMC_50,562.0,cefepime,Susceptible,==2,==,2,mg/L,Broth dilution,,,,CLSI,,
162556,562.45852,Escherichia coli strain URMC_73,562.0,cefepime,Susceptible,<=1,<=,1,mg/L,Broth dilution,,,,CLSI,,
162572,562.45847,Escherichia coli strain URMC_8,562.0,cefepime,Susceptible,==2,==,2,mg/L,Broth dilution,,,,CLSI,,
162588,562.45846,Escherichia coli strain URMC_88,562.0,cefepime,Susceptible,<=1,<=,1,mg/L,Broth dilution,,,,CLSI,,
162604,562.45851,Escherichia coli strain URMC_93,562.0,cefepime,Susceptible,<=1,<=,1,mg/L,Broth dilution,,,,CLSI,,
162630,562.65814,Escherichia coli strain V139,562.0,cefepime,Resistant,,,,,,,,,,,
162639,562.65819,Escherichia coli strain V161,562.0,cefepime,Resistant,,,,,,,,,,,
162648,562.65817,Escherichia coli strain V177,562.0,cefepime,Resistant,,,,,,,,,,,
162657,562.65816,Escherichia coli strain V210,562.0,cefepime,Resistant,,,,,,,,,,,
163315,562.58649,Escherichia coli strain WU34,562.0,cefepime,Resistant,,,,,Disk diffusion,,,,CLSI,2015.0,
163327,562.58648,Escherichia coli strain WU35,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
163339,562.58647,Escherichia coli strain WU40,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
163351,562.58646,Escherichia coli strain WU43,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
163363,562.58645,Escherichia coli strain WU44,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
163375,562.58651,Escherichia coli strain WU45,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,CLSI,2015.0,
163395,562.1909,Escherichia coli strain ZTA15/01169-1EB1,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,Sensititre EUVSEC/EUVSEC2,Thermo Fisher Scientific,missing,,
